CAMIS,Image
50045803,Contamination
50112714,Temperature
50086945,Contamination
50107899,Contamination
50120834,Rats
41454244,Rats
50085729,Contamination
41699605,Contamination
41666628,Contamination
50118389,Temperature
50004133,Contamination
50067555,Sanitation
41014575,Contamination
50034729,Contamination
50048053,Temperature
50085453,Contamination
41611875,Temperature
40995536,Contamination
50046026,Flies
41632513,Flies
41209948,Sanitation
50094145,Temperature
50081052,Contamination
50049095,Contamination
41664434,Quality
50059347,Temperature
50059508,Rats
41686207,Contamination
50076539,Rats
50052280,Rats
50087728,Contamination
50101083,Contamination
50111220,Rats
50079106,Contamination
50043453,Roach
50051365,Temperature
50056319,Contamination
40945190,Contamination
41650784,Contamination
40786921,Flies
50071766,Temperature
50067629,Quality
50116588,Sanitation
50073635,Sanitation
50039197,Contamination
50014059,Contamination
41316819,Rats
41697314,Temperature
50118025,Contamination
41659970,Temperature
40799188,Contamination
50012264,Contamination
40560823,Rats
50015282,Roach
41033693,Contamination
41597839,Rats
50062367,Rats
50053059,Rats
50078974,Temperature
50086713,Sanitation
50099645,Quality
50094955,Contamination
41379121,Rats
40868161,Contamination
41286021,Rats
40731196,Quality
50005760,Flies
50034683,Contamination
50109836,Contamination
50046505,Contamination
50017329,Rats
50058670,Contamination
50102402,Contamination
50074358,Contamination
50068499,Temperature
50003374,Rats
50015501,Sanitation
50113202,Contamination
50086566,Temperature
50107622,Contamination
50058625,Contamination
50083399,Contamination
40878231,Contamination
50119569,Contamination
50053555,Rats
40397305,Contamination
50100549,Quality
41599083,Rats
50043173,Contamination
41452373,Contamination
50099979,Contamination
41627290,Quality
50102488,Temperature
50056830,Contamination
50062900,Contamination
41549226,Contamination
50106724,Flies
41467162,Contamination
40883049,Rats
50015841,Flies
41636291,Temperature
50057543,Contamination
50046456,Temperature
41468453,Rats
41291292,Rats
50066500,Contamination
41433950,Temperature
50064199,Temperature
50077581,Contamination
41243472,Rats
50103824,Flies
41380672,Contamination
50087361,Contamination
50092198,Flies
40808640,Rats
50103820,Sanitation
50111180,Sanitation
40402424,Contamination
40868904,Contamination
41325319,Temperature
50112658,Contamination
41324657,Temperature
50074402,Rats
50084712,Flies
41068920,Temperature
50086207,Sanitation
50101593,Temperature
50105654,Rats
50124448,Contamination
50003586,Quality
40570910,Contamination
50055077,Contamination
50037975,Flies
50065563,Sanitation
50050700,Temperature
41548756,Sanitation
50075824,Contamination
40988793,Contamination
50073371,Sanitation
41399360,Contamination
50090858,Rats
50056461,Temperature
50113087,Rats
50079958,Contamination
50087878,Contamination
40566621,Rats
50017226,Contamination
50005087,Contamination
50107253,Rats
50079684,Quality
40962159,Contamination
50053112,Temperature
40933602,Contamination
41486945,Rats
41630837,Temperature
50018582,Contamination
50127498,Rats
41583046,Rats
50040871,Temperature
41688128,Contamination
50069122,Sanitation
50115595,Contamination
41700146,Temperature
50001588,Contamination
41399601,Rats
41156869,Contamination
41298537,Contamination
41243880,Temperature
50039443,Rats
41576328,Sanitation
41195733,Rats
50004065,Contamination
41594948,Others
50086540,Others
50061303,Contamination
50002576,Contamination
50035885,Temperature
50075273,Temperature
50016818,Contamination
50087151,Rats
41650772,Sanitation
50000341,Contamination
50016010,Sanitation
50013417,Contamination
50073323,Rats
50014500,Flies
50011694,Temperature
41503575,Sanitation
50017182,Contamination
50071316,Temperature
50091787,Sanitation
40729582,Contamination
50109032,Temperature
50010952,Quality
50101336,Contamination
41004674,Contamination
50102722,Contamination
50099580,Contamination
50033081,Quality
50106605,Temperature
40423571,Sanitation
50127301,Rats
50074809,Sanitation
50076760,Contamination
41012338,Contamination
50018036,Rats
41565678,Contamination
50000689,Sanitation
50104171,Contamination
50049018,Contamination
41169478,Temperature
50015717,Contamination
50116124,Contamination
41510203,Sanitation
40910784,Contamination
50099350,Sanitation
50078829,Temperature
50102731,Sanitation
50106693,Contamination
50105594,Contamination
50086011,Flies
41236258,Contamination
41594717,Contamination
50032889,Contamination
40365546,Contamination
50007238,Sanitation
41712453,Contamination
50032701,Roach
50095648,Sanitation
40520857,Temperature
50093750,Rats
41262497,Contamination
50044882,Sanitation
50079814,Contamination
50046491,Contamination
50083625,Contamination
41259632,Contamination
41429354,Temperature
50008334,Contamination
50094543,Quality
50014272,Temperature
50064218,Contamination
41305916,Temperature
50108227,Others
50050745,Contamination
40398899,Sanitation
41014384,Contamination
50072218,Temperature
41454233,Temperature
40377294,Contamination
50058217,Contamination
50047657,Contamination
50066692,Contamination
41449878,Flies
50000872,Contamination
40609676,Temperature
40635976,Rats
50085734,Rats
50079488,Contamination
50089236,Contamination
50044186,Contamination
41671751,Contamination
50086119,Contamination
40528073,Contamination
50088534,Rats
50087605,Temperature
50073959,Temperature
50101694,Contamination
50000589,Contamination
50042465,Contamination
40705411,Contamination
41153089,Contamination
41004486,Rats
50105389,Contamination
40367534,Contamination
40711301,Flies
50071419,Roach
50055392,Contamination
50097052,Rats
50095275,Contamination
40673117,Quality
41434859,Contamination
50054749,Contamination
50081836,Contamination
50078031,Contamination
50066620,Rats
50074376,Contamination
50102343,Others
41399812,Rats
50106965,Temperature
50078726,Rats
41073631,Rats
50035853,Quality
50118057,Contamination
50038898,Contamination
50059215,Sanitation
50058897,Rats
50012578,Contamination
50091205,Temperature
40845101,Contamination
50089530,Contamination
50105997,Sanitation
50001643,Rats
41528086,Sanitation
50104255,Roach
50051111,Sanitation
50014500,Contamination
40398561,Contamination
50129181,Sanitation
50042803,Rats
50015990,Contamination
50110659,Contamination
50085650,Temperature
50092238,Contamination
50018895,Contamination
41223492,Contamination
50099864,Quality
50093120,Contamination
50056507,Contamination
50121962,Quality
50101560,Contamination
41586213,Temperature
50006762,Contamination
50094225,Contamination
50105225,Rats
50065464,Contamination
50114677,Temperature
50016615,Rats
50083776,Rats
50079271,Contamination
50086732,Flies
50073979,Temperature
41359575,Contamination
50045716,Contamination
40396521,Contamination
50073263,Contamination
50114388,Contamination
50097347,Temperature
40397676,Temperature
41164650,Contamination
50072484,Rats
50064777,Contamination
50107072,Quality
50100813,Contamination
40580298,Sanitation
41714424,Contamination
50016720,Contamination
50034945,Contamination
50053401,Rats
50119320,Sanitation
50102940,Flies
50072578,Rats
41641875,Rats
41640818,Rats
50003918,Contamination
50100061,Temperature
50078974,Contamination
50000891,Roach
50042128,Contamination
50081485,Temperature
41339289,Contamination
41597839,Rats
50002612,Temperature
41531476,Contamination
41254605,Contamination
41300890,Others
50057576,Sanitation
50104815,Quality
50078407,Contamination
50062573,Contamination
41638047,Flies
50089647,Contamination
50046648,Contamination
40400686,Contamination
50044438,Quality
41388854,Contamination
50116293,Rats
50064436,Flies
40685734,Contamination
50121525,Contamination
50015486,Rats
50091726,Contamination
50056923,Rats
50112036,Sanitation
40395511,Contamination
50070953,Rats
40943754,Flies
50043671,Contamination
41264944,Sanitation
50063046,Contamination
50000060,Contamination
41711831,Roach
40665359,Temperature
50048697,Contamination
41608024,Contamination
50102906,Contamination
40946298,Contamination
50037380,Rats
40384662,Flies
50077053,Contamination
50046581,Contamination
50107237,Rats
50045305,Sanitation
40635366,Contamination
50105206,Rats
50032584,Contamination
50012107,Rats
40602783,Contamination
41117739,Contamination
41647741,Temperature
50108060,Flies
50074198,Contamination
50085035,Contamination
50062669,Temperature
40601159,Rats
50107573,Contamination
41330799,Rats
50096203,Rats
50105970,Rats
41704437,Others
50118305,Contamination
41591310,Contamination
50016020,Quality
41467140,Rats
50038802,Contamination
40666183,Rats
50112636,Contamination
50079772,Quality
41307738,Contamination
41621139,Rats
50087103,Quality
50085179,Contamination
50032715,Temperature
50117997,Contamination
40367038,Temperature
50107343,Contamination
50087858,Rats
40676801,Contamination
50086161,Temperature
41699397,Contamination
50046060,Temperature
50080187,Rats
40397439,Contamination
50008039,Rats
50002521,Contamination
50104791,Rats
50012988,Others
50086540,Contamination
50011586,Rats
50009320,Contamination
41514395,Contamination
41349101,Rats
50097123,Temperature
50102000,Temperature
50080592,Temperature
41176692,Contamination
50090903,Temperature
50097983,Rats
50048490,Rats
50102250,Contamination
50006795,Contamination
50112142,Contamination
50116941,Contamination
50057202,Contamination
50075871,Contamination
50060018,Sanitation
50111308,Contamination
50064086,Contamination
50007895,Contamination
41644539,Temperature
41240624,Contamination
41665031,Rats
50119516,Quality
50126673,Temperature
41605054,Sanitation
41204715,Contamination
50070765,Contamination
50077348,Rats
50115431,Contamination
41272917,Rats
50076556,Rats
50094835,Rats
50099056,Contamination
50089469,Contamination
50107460,Quality
50100008,Contamination
50056703,Sanitation
50012988,Contamination
41183278,Contamination
40730585,Contamination
41306211,Contamination
50100331,Sanitation
40367790,Rats
50018547,Contamination
40835721,Temperature
50100302,Flies
50009495,Contamination
50049441,Contamination
50061329,Contamination
50070443,Sanitation
41271899,Contamination
50056563,Others
50108600,Rats
50124696,Rats
50109080,Contamination
41391353,Flies
50104810,Contamination
41620315,Sanitation
50087404,Quality
50093639,Flies
50086253,Contamination
50086686,Contamination
41263870,Contamination
50007100,Rats
50086305,Contamination
50057973,Rats
40401742,Contamination
50095276,Rats
41517086,Temperature
50089387,Sanitation
50000711,Contamination
50086119,Roach
50064839,Contamination
50118858,Contamination
50073624,Temperature
41468442,Flies
50061442,Contamination
50057622,Flies
50068152,Rats
50114065,Contamination
50113136,Contamination
50080616,Temperature
50124138,Contamination
41232292,Rats
50044041,Rats
50084400,Quality
50093665,Rats
50017990,Contamination
50055124,Contamination
50101471,Contamination
50099173,Contamination
41530056,Contamination
50100220,Sanitation
40911251,Rats
40373500,Rats
40394110,Contamination
41403924,Rats
50045209,Rats
50088036,Flies
50061125,Contamination
50107687,Contamination
50098785,Contamination
41639363,Rats
41609062,Rats
50058710,Contamination
40634433,Rats
41090127,Rats
50071084,Rats
41635663,Quality
41544565,Temperature
50001826,Sanitation
50001107,Quality
50080016,Flies
50105430,Temperature
50045946,Rats
40642602,Flies
50093986,Rats
50015984,Sanitation
41707582,Contamination
50034597,Sanitation
50056921,Rats
50128889,Contamination
50042777,Contamination
41647192,Contamination
41709057,Temperature
50096082,Contamination
50106816,Contamination
40852659,Rats
50015241,Rats
50000113,Roach
41585575,Rats
41655185,Quality
40847763,Contamination
50103361,Quality
50070859,Sanitation
50119327,Contamination
50115257,Contamination
50115758,Quality
41223754,Quality
50017938,Rats
40981913,Rats
41026496,Sanitation
50100608,Contamination
50127498,Contamination
41046685,Contamination
50077104,Rats
50017776,Contamination
40370150,Rats
41587630,Contamination
41628619,Contamination
50086788,Contamination
40383147,Contamination
50076470,Contamination
41600223,Flies
41549763,Contamination
50019201,Rats
41381813,Contamination
50060428,Temperature
50095134,Quality
50089139,Sanitation
41348662,Sanitation
41568107,Contamination
41519383,Roach
50006264,Rats
50076557,Contamination
50072020,Contamination
50053083,Contamination
50018555,Rats
41296144,Contamination
50119915,Contamination
50117237,Quality
50102800,Sanitation
50081796,Contamination
50047571,Contamination
50118145,Sanitation
50087506,Temperature
50058620,Rats
41096117,Contamination
50068855,Contamination
50040871,Contamination
41527114,Contamination
40366574,Contamination
50052257,Rats
50087908,Sanitation
40572960,Contamination
50054964,Contamination
50087287,Contamination
50122142,Contamination
50105516,Rats
50116537,Contamination
50089952,Contamination
41245387,Contamination
40978252,Temperature
50107334,Temperature
50108458,Contamination
50044118,Rats
41086770,Contamination
50108684,Temperature
50113113,Contamination
50121878,Contamination
40368313,Contamination
50091820,Rats
50000766,Contamination
41480070,Rats
50087614,Roach
50101022,Contamination
50093792,Contamination
50077848,Flies
41159801,Temperature
50066301,Contamination
50098356,Roach
50089076,Rats
50018683,Contamination
50113984,Rats
50104604,Roach
41011815,Contamination
50078666,Contamination
50085636,Contamination
40714228,Rats
50081432,Roach
50099674,Contamination
50016610,Temperature
50032701,Contamination
50000338,Contamination
